id	score	topic	answer	problem_preview
1137	0.333333	sequence	2	A sequence \( a_1, a_2, a_3, \ldots \) is defined by \( a_1 = 1 \), \( a_2 = 2 \), and for \( n \geq 3 \), \[ a_n = \frac{a_{n-1} + a_{n-2}}{2} + \frac{1}{n}. \] Find the value of \( a_{2024} \).
1138	0.333333	number_theory	8	In the sequence defined by \(a_n = n^2 + 11n + 19\), let \(S\) be the set of all integers \(n\) such that \(1 \leq n \leq 100\) and \(a_n\) is a prime number. Determine the sum of all elements in \(S\).
1139	0.777778	number_theory	1	Consider a finite sequence of positive integers \(a_1, a_2, ..., a_n\) where \(n \geq 3\). Each term \(a_i\) is defined as follows: If \(i = 1\), then \(a_1 = 1\). For \(i > 1\), \(a_i\) is the smallest positive integer not appearing in th...
1140	0.666667	geometry	2	In the complex plane, consider a triangle \(ABC\) with vertices at \(A = 1\), \(B = 2 + i\), and \(C = 2 - i\). Let \(D\) be a point on the circumcircle of triangle \(ABC\) such that \(\angle ADB = 90^\circ\). Find the area of the triangle...
1141	0.333333	number_theory	8	A sequence of positive integers \(\{a_n\}\) satisfies the recurrence relation \(a_{n+1} = a_n + 2a_{n-1}\) for all \(n \geq 2\), with initial conditions \(a_1 = 1\) and \(a_2 = 3\). Let \(S\) be the set of all positive integers \(k\) such ...
1142	0.333333	geometry	1691	In the coordinate plane, let \( A = (0, 0) \), \( B = (a, 0) \), \( C = (b, c) \), and \( D = (d, e) \) be four distinct points such that \( A \), \( B \), \( C \), and \( D \) are vertices of a convex quadrilateral. The diagonals \( AC \)...
1143	0.666667	number_theory	1	Determine the number of functions \( f : \mathbb{Z} \to \mathbb{Z} \) such that \[ f(a) - a \equiv 0 \pmod{2} \] and \[ f(f(a) + b) = f(a^2 - b) + 4f(a) + 4b \] for all integers \( a \) and \( b \).
1144	0.444444	geometry	0	Let \( S \) be the set of all integers \( n \) such that \( 1 \leq n \leq 1000 \) and \( n \) can be expressed as the sum of three distinct positive integers, each raised to the power of three. For example, \( n = 3^3 + 4^3 + 5^3 = 27 + 64...
1145	0.333333	number_theory	3	In the mystical town of Numeria, there exists a peculiar fruit shop that sells magical apples. The price of an apple is determined by a unique formula: the price of the nth apple is given by the equation P(n) = 2n^2 - 3n + 5. On a particul...
1146	0.555556	geometry	2\sqrt{2}	A circle with radius \( r \) is inscribed in a square, and four identical circles with radius \( s \) are tangent to each other and to the larger circle, one at each corner of the square. If the area of the region outside the four smaller ...
1147	0.444444	number_theory	0	Find the smallest positive integer \( n \) such that the equation \( x^2 + y^2 = 2024z \) has at least one solution in integers \( x, y, \) and \( z \). Additionally, determine the number of distinct solutions \((x, y, z)\) that satisfy th...
1148	0.666667	number_theory	2	Let $P(x)$ be a polynomial with integer coefficients such that $P(0) = P(1) = 2023$ and $P(2) = 2024$. What is the smallest possible degree of $P(x)$?
1149	0.777778	number_theory	2	Let \( \{a_n\} \) be a sequence defined by \( a_1 = 1 \), \( a_2 = 2 \), and for \( n \geq 3 \), \( a_n = a_{n-1} + 2a_{n-2} \). Find the remainder when \( a_{2024} \) is divided by 7.
1150	0.777778	algebra	3	Let \( P(x) = x^4 - 6x^3 + 11x^2 - 6x + 1 \). If \( P(a) = P(b) = 0 \) for some real numbers \( a \) and \( b \), and \( a < b \), find the value of \( a + b \).
1151	0.555556	geometry	\frac{\pi \sqrt{3}}{36}	In the plane, a circle with radius \( r \) is inscribed in an equilateral triangle with side length \( s \). A point \( P \) is chosen at random inside the triangle. What is the probability that the distance from \( P \) to the center of t...
1152	0.333333	number_theory	3	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be expressed as the product of two non-constant polynomials with integer coefficients.
1153	0.444444	geometry	12	Let $ABC$ be a triangle with $AB = AC = 13$ and $BC = 10$. Let $D$ be a point on $BC$ such that $BD = 7$ and $CD = 3$. Let $E$ and $F$ be points on $AC$ and $AB$, respectively, such that $DE$ and $DF$ are perpendicular to $AC$ and $AB$, re...
1154	0.555556	number_theory	22	Let $P(x)$ be a polynomial of degree $6$ with integer coefficients such that $P(1) = P(2) = P(3) = P(4) = P(5) = 11$. Find the remainder when $P(0) + P(6)$ is divided by $1000$.
1155	0.777778	geometry	3	Let \( ABC \) be a triangle with circumradius \( R \). The lengths of the sides are \( a = BC \), \( b = AC \), and \( c = AB \). Consider the expression: \[ E = \frac{a^2 + b^2 + c^2}{R^2} + \frac{abc}{R^3} \] Given that \( E = 10 \), fin...
1156	0.555556	other	-1	在正整数中，存在一种特殊的数列，其中每个数都是前一个数的两倍加1。例如，这个数列的前几项为1, 3, 7, 15, 31, ...。现在，给定一个正整数N，请问是否存在这样的数列，使得数列中的某一项等于N？如果存在，请找出最小的k，使得第k项等于N；如果不存在，请返回-1。 例如，对于N = 31，答案是1；对于N = 10，答案是-1。
1157	0.666667	geometry	22	Let \( \triangle ABC \) be a triangle with integer side lengths \( AB = 13 \), \( BC = 14 \), and \( CA = 15 \). A circle is inscribed in \( \triangle ABC \) touching \( BC \) at \( D \), \( CA \) at \( E \), and \( AB \) at \( F \). Let \...
1158	0.555556	number_theory	184756	In the Cartesian plane, let $P$ be the set of points $(x, y)$ where $x$ and $y$ are positive integers such that $x^2 + y^2 \leq 100$. A "jump" is defined as moving from a point $(x, y)$ to a point $(x', y')$ in $P$ where $|x - x'| + |y - y...
1159	0.666667	number_theory	(1, 1)	Find all pairs of positive integers $(a, b)$ such that $a^2 + b^2$ is divisible by $ab + 1$.
1160	0.333333	geometry	48	Given a convex pentagon ABCDE with integer side lengths such that AB = CD = EA = 5, BC = DE = 3, and the internal angles are all distinct and greater than 30 degrees, find the maximum possible area of the pentagon ABCDE.
1161	0.555556	number_theory	200	Let \( P(x) \) be a polynomial with integer coefficients, and let \( n \) be a positive integer such that \( P(n) = 100 \). Suppose that there exists a positive integer \( m \) such that \( P(m) = 200 \). Determine the largest possible val...
1162	0.555556	algebra	c \in (0, 1)	Let \( f(x) \) be a continuous function on the interval \([0, 1]\) such that \( f(0) = 0 \) and \( f(1) = 1 \). Define the function \( g(x) = \int_0^x f(t) \, dt \). Prove that there exists a unique \( c \in (0, 1) \) such that \( g(c) = \...
1163	0.444444	geometry	1011	Let \( S \) be a set of 2024 points in the plane, where no three points are collinear. Each pair of points \( P \) and \( Q \) in \( S \) defines a line segment \( PQ \). Let \( f(P, Q) \) be the number of points in \( S \) that lie strict...
1164	0.444444	algebra	2	Let $p(x)$ be a polynomial of degree 3, with coefficients in $\mathbb{Q}$, such that $p(1) = 0$, $p(2) = 3$, and $p(3) = 8$. Suppose there exists a rational number $r$ such that $p(r) = 5$. What is the value of $r$?
1165	0.333333	other	0	在一个无限长的直线上，有无限多个等距排列的点，每个点之间的距离均为1。现在有一只蚂蚁，从第一个点出发，每次随机选择一个方向（向左或向右）并以恒定速度向前爬行，爬行距离也是1。求蚂蚁在第一次经过第10个点之前经过第1个点的概率。
1166	0.333333	number_theory	3	Find the smallest positive integer \( n \) such that \( \sqrt[n]{5^n + 6^n + 7^n} \) is an integer.
1167	0.333333	number_theory	3	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be expressed as the product of two non-constant polynomials with integer coefficients.
1168	0.333333	number_theory	2	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + ax^{n-1} + bx^{n-2} + \cdots + k \) with integer coefficients \( a, b, \ldots, k \) has the property that for every positive integer \( m \), the sum of th...
1169	0.333333	number_theory	2	Consider a polynomial \(P(x) = x^{2023} + a_{2022}x^{2022} + \cdots + a_1x + a_0\) with integer coefficients, and let \(n\) be the number of distinct prime factors of \(P(2023)\). Find the maximum possible value of \(n\). Given that \(P(1)...
1170	0.333333	geometry	2	In the complex plane, let \( S \) be the set of complex numbers \( z \) such that \( |z - 1| \leq 2 \) and \( |z + 1| \leq 2 \). Determine the area of the region enclosed by \( S \), and find the maximum value of \( |z| \) for all \( z \in...
1171	0.555556	number_theory	\infty	Let \( P(x) \) be a monic polynomial with integer coefficients such that \( P(1) = 0 \) and for all integers \( n \geq 2 \), \( P(n) \) is divisible by \( n^2 \). Determine the number of possible values of \( P(2) \).
1172	0.333333	number_theory	5	In the magical realm of Numeralia, there exists a peculiar sequence of numbers known as the "Mystic Prime Sequence" denoted as \((a_n)\). This sequence starts with \(a_1 = 2\) and is defined recursively by \(a_{n+1} = a_n^2 - a_n + 1\) for...
1173	0.666667	geometry	1	Find the smallest positive integer \( n \) such that the sum of the squares of the first \( n \) positive integers is a perfect cube.
1174	0.333333	geometry	r	Consider a regular octagon \(ABCDEFGH\) inscribed in a circle of radius \(r\). Let \(P\) be the intersection of diagonals \(AC\) and \(BD\). If the area of the octagon is given by \(A = 2r^2(\sqrt{2} + 1)\), find the length of segment \(AP...
1175	0.777778	geometry	1	Let $P(x)$ be a polynomial of degree $4$ with integer coefficients such that $P(1) = 17$, $P(2) = 34$, $P(3) = 51$, and $P(n)$ is a perfect square for some positive integer $n$. Determine the number of possible values of $P(0)$.
1176	0.666667	number_theory	1	Let \( f: \mathbb{R} \to \mathbb{R} \) be a continuous function such that for all \( x, y \in \mathbb{R} \), the function \( g(x) = f(x + y) - f(x) - f(y) \) satisfies \( g(x) \geq 0 \) and \( g(x) = 0 \) if and only if \( x = 0 \). Suppos...
1177	0.333333	geometry	31	Let \( P(x) \) be a polynomial with integer coefficients such that \( P(1) = 5 \), \( P(2) = 14 \), and \( P(3) = 33 \). Determine the smallest positive integer \( n \) for which \( P(n) \) is a perfect square.
1178	0.666667	geometry	p	Let \( p \) be a prime number greater than 3, and let \( n \) be a positive integer. Prove that the sum of the squares of the first \( n \) terms of the arithmetic sequence \( 1, p, 2p, 3p, \ldots \) is divisible by \( p \). More formally,...
1179	0.666667	number_theory	2	There exists a sequence of positive integers \(a_1, a_2, \ldots, a_{10}\) such that for every \(i \neq j\), the greatest common divisor (gcd) of \(a_i\) and \(a_j\) is 1. If the sum of these ten numbers is 2023, what is the minimum possibl...
1180	0.777778	other	210	In the realm of advanced combinatorics, consider a set of $n$ distinct points in the plane, where $n \geq 4$. A *compatible quadrilateral* is defined as a set of four points from this set that form a quadrilateral with no two sides paralle...
1181	0.555556	other	r	在二维平面直角坐标系中，设有一个半径为 \( r \) 的圆 \( C \)，圆心位于原点 \( O(0, 0) \)。定义一条射线 \( L \) 从圆外一点 \( P(a, b) \) 出发，与圆 \( C \) 相交于点 \( A \)，使得 \( A \) 是 \( L \) 上离 \( P \) 最近的点。求当点 \( P \) 沿直线 \( y = mx \) 移动时，\( PA \) 长度的最小值。
1182	0.444444	geometry	5	Let \( S \) be a set of \( n \) points in the plane, no three of which are collinear, such that for any point \( P \) in \( S \), there exists at least one point \( Q \) in \( S \) with the property that the line segment \( PQ \) contains ...
1183	0.333333	number_theory	0	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + 2x^{n-1} + 3x^{n-2} + \cdots + (n+1)x + (n+2) \) has an integer root.
1184	0.333333	number_theory	3	Find all positive integers \( n \) such that the polynomial \[ P(x) = x^n + x^{n-1} + \cdots + x + 1 \] can be expressed as the product of two non-constant polynomials with integer coefficients.
1185	0.444444	number_theory	40	In a small town, the mayor has decided to plant trees along the streets in a pattern that follows a unique mathematical rule. The town has 10 straight streets running east to west and 10 streets running north to south, forming a grid. The ...
1186	0.555556	number_theory	1	Find all positive integers \( n \) such that there exists a polynomial \( P(x) \) with integer coefficients and degree \( n \) satisfying \( P(1) = 1 \) and \( P(k) \equiv 1 \pmod{k^2} \) for every prime number \( k \leq n \).
1187	0.666667	geometry	1	In the triangular array shown below, each element in the array is the sum of the two elements directly above it in the previous row. The array has 20 rows and is filled with non-negative integers. If the first row consists of a single inte...
1188	0.444444	geometry	10	In the plane, point \( P \) is equidistant from three distinct points \( A, B, \) and \( C \). Let \( D \) be the point such that \( \triangle ABC \) and \( \triangle PCD \) are congruent. If \( AB = AC = 10 \) units and \( BC = 12 \) unit...
1189	0.444444	geometry	0	A regular hexagon is inscribed in a circle with radius \( R \). Points \( A \), \( B \), and \( C \) are on the circle such that they form an equilateral triangle within the hexagon. Given that the side length of the hexagon is \( s \), ex...
1190	0.555556	combinatorics	1	In a game of "Guess the Number," two players, Alex and Bella, each have a strategy for guessing the number chosen by a third player, Charlie. Charlie chooses a number between 1 and 100, inclusive. Alex's strategy is to guess a number that ...
1191	0.444444	geometry	1	In the coordinate plane, a sequence of points \((P_n)\) is defined as follows: \(P_1 = (1, 1)\), and for \(n \geq 2\), \(P_n\) is the reflection of \(P_{n-1}\) over the line \(y = x\). Let \(Q_n\) be the midpoint of the segment connecting ...
1192	0.555556	number_theory	0	Find all positive integers \( n \) for which the equation \( x^4 + y^4 + z^4 + 4 = 4xyz \) has integer solutions.
1193	0.777778	geometry	\infty	In the coordinate plane, consider a set of points \(P\) such that each point has integer coordinates and lies on the line \(y = 3x + 5\). A line segment connects two points in \(P\) if and only if the sum of their \(x\)-coordinates is a pr...
1194	0.444444	number_theory	1	Let $f: \mathbb{R} \to \mathbb{R}$ be a continuous function such that for every real number $x$, there exists a unique integer $n$ satisfying $x \in [n, n+1)$ and $f(x) = n^2 + f(n)$. Find the number of possible values for $f(0)$.
1195	0.666667	number_theory	k	Let \( p \) be a prime number greater than 2. Define \( S_p \) as the set of all positive integers \( n \) such that \( n \) can be expressed as the sum of exactly two distinct powers of \( p \). Prove that there exists a positive integer ...
